metric,value
total_episodes,3884.0
avg_episode_length,96.5970648815654
max_total_reward,2408.5
avg_total_reward,231.55934603501544
reward_std,183.6631067148577
final_100_avg_reward,42.76
avg_health_reward,0.0
avg_engagement_reward,2.1823392295806916
avg_positioning_reward,0.0
avg_score_reward,0.2135702488145346
avg_bonus_reward,0.0
avg_end_of_episode_reward,0.0
