metric,value
total_episodes,2038.0
avg_episode_length,154.87144259077527
max_total_reward,3035.4000000000005
avg_total_reward,596.1113837095191
reward_std,612.2608703893026
final_100_avg_reward,691.158
avg_health_reward,-1.910990720411609
avg_engagement_reward,5.430692024749792
avg_positioning_reward,0.0
avg_score_reward,0.4548867535380609
avg_bonus_reward,0.0
avg_end_of_episode_reward,-0.12564987216408618
