metric,value
total_episodes,96.0
avg_episode_length,76.54166666666667
max_total_reward,385.2000000000001
avg_total_reward,73.44583333333333
reward_std,87.01792424754156
final_100_avg_reward,73.44583333333333
avg_health_reward,-2.2046815459989113
avg_engagement_reward,3.218671747414262
avg_positioning_reward,0.0
avg_score_reward,0.20413718018508437
avg_bonus_reward,0.0
avg_end_of_episode_reward,-0.25857376156777356
