metric,value
total_episodes,4253.0
avg_episode_length,126.7905008229485
max_total_reward,1123.4
avg_total_reward,177.38866682341876
reward_std,128.65874511174988
final_100_avg_reward,225.87400000000002
avg_health_reward,-1.5412597890770312
avg_engagement_reward,2.8823174451876588
avg_positioning_reward,0.0
avg_score_reward,0.21223961472343944
avg_bonus_reward,0.0
avg_end_of_episode_reward,-0.15425156096719697
